user,activity,timestamp,x-axis,y-axis,z-axis,time_s,periodicity,temporal_stability,coordination,magnitude,motion_intensity,vertical_dominance,static_posture
5,Jogging,2126972301000,1.5,9.3,4.372132,181.030059,1.0,0.5,1.0,10.38535209925133,0.3597094505075486,0.28816859751232266,0.0
5,Jogging,2127022716000,3.68,-0.53,-0.8036005,181.080474,1.0,0.5,1.0,3.8038235715658857,0.12184193819023954,0.16028411115718452,0.0
5,Jogging,2127092327000,7.93,4.29,-5.09401,181.150085,1.0,0.5,1.0,10.355575207592285,0.35863326355284886,0.29421318341076313,0.0
5,Jogging,2127142315000,3.15,19.57,4.671779,181.200073,1.0,0.5,1.0,20.364992487718748,0.7203904417150584,0.17055405564674883,0.0
5,Jogging,2127192394000,7.16,16.74,7.8861814,181.250152,1.0,0.5,1.0,19.841498357576373,0.7014704832394744,0.2481009373385096,0.0
5,Jogging,2127242229000,6.82,8.58,5.2165933,181.299987,1.0,0.5,1.0,12.138436705671984,0.4230688771904105,0.25302886969919375,0.0
5,Jogging,2127242229000,6.82,8.58,5.2165933,181.299987,1.0,0.5,1.0,12.138436705671984,0.4230688771904105,0.25302886969919375,0.0
5,Jogging,2127352276000,-4.44,-2.18,-9.915613,181.410034,1.0,0.5,1.0,11.080856517696139,0.38484615015493945,0.5996519753697881,0.0
5,Jogging,2127402294000,-0.61,7.31,7.8861814,181.460052,1.0,0.5,1.0,10.770332263848964,0.37362328126268957,0.49893020963944335,0.0
5,Jogging,2127402294000,-0.61,7.31,7.8861814,181.460052,1.0,0.5,1.0,10.770332263848964,0.37362328126268957,0.49893020963944335,0.0
5,Jogging,2127462292000,12.57,11.88,-8.308413,181.52005,1.0,0.5,1.0,19.18773114723492,0.677842236502506,0.2536268469338357,0.0
5,Jogging,2127512279000,10.31,10.61,8.308413,181.570037,1.0,0.5,1.0,16.967555114941252,0.5976013399559509,0.28425809501582383,0.0
5,Jogging,2127562298000,7.78,18.01,3.3778462,181.620056,1.0,0.5,1.0,19.90724352970181,0.7038466243554121,0.1158071863353487,0.0
5,Jogging,2127612285000,7.67,5.83,5.938472,181.670043,1.0,0.5,1.0,11.317387052442097,0.39339476156799214,0.30550096734426957,0.0
5,Jogging,2127662273000,-0.84,7.21,0.84446156,181.720031,1.0,0.5,1.0,7.307722991898204,0.248478757436485,0.09494240367542357,0.0
5,Jogging,2127712231000,4.71,-0.3,-0.19068487,181.769989,1.0,0.5,1.0,4.723395041667267,0.1550767980059897,0.036665338264061105,0.0
5,Jogging,2127762310000,0.38,0.95,-1.3075534,181.820068,1.0,0.5,1.0,1.6602999409298187,0.04437138838285649,0.49574480634373325,1.0
5,Jogging,2127812267000,11.56,18.01,-1.6480621,181.870025,1.0,0.5,1.0,21.464151711294264,0.7601159050405938,0.05279194123799273,0.0
5,Jogging,2127862316000,5.37,19.15,7.8861814,181.920074,1.0,0.5,1.0,21.395122272931882,0.7576210650181203,0.2433542324044587,0.0
5,Jogging,2127912273000,6.93,14.44,8.962189,181.970031,1.0,0.5,1.0,18.353728004733018,0.6476999599876746,0.2954679268187513,0.0
5,Jogging,2127962322000,1.42,2.76,1.3075534,182.02008,1.0,0.5,1.0,3.368040364047254,0.1060920000039853,0.23827620515942932,0.0
5,Jogging,2128012310000,-1.42,-7.4,-2.1383946,182.070068,1.0,0.5,1.0,7.832568637765593,0.2674475619638661,0.19513757971490298,0.0
5,Jogging,2128062389000,-3.11,1.46,-8.499097,182.120147,1.0,0.5,1.0,9.167243305127721,0.315684949607616,0.6503201406608031,0.0
5,Jogging,2128112285000,0.0,12.26,10.841797,182.170043,1.0,0.5,1.0,16.36618960507329,0.5758669788232753,0.46930535315199484,0.0
5,Jogging,2128162304000,8.62,12.68,-7.8861814,182.220062,1.0,0.5,1.0,17.241770705867363,0.6075119526924657,0.27020257606326664,0.0
5,Jogging,2195712292000,2.6,-1.46,-0.38136974,249.77005,1.0,0.5,1.0,3.006167473476431,0.09301330500280648,0.08586759541306109,1.0
5,Jogging,2195762432000,1.12,2.98,-3.0237172,249.82019,1.0,0.5,1.0,4.390633861480121,0.14305024918926304,0.42445778161653336,0.0
5,Jogging,2195812267000,14.37,16.74,-5.012288,249.870025,1.0,0.5,1.0,22.624047626252555,0.8020364945628525,0.13875887374191917,0.0
5,Jogging,2195862285000,1.57,19.34,9.656827,249.920043,1.0,0.5,1.0,21.673827712426085,0.767693948434627,0.3159250713096284,0.0
5,Jogging,2195912273000,9.96,14.02,7.8861814,249.970031,1.0,0.5,1.0,18.91966852441411,0.668154002383727,0.2474780803122059,0.0
5,Jogging,2195962322000,0.38,-1.14,-0.040861044,250.02008,1.0,0.5,1.0,1.202360023003414,0.02782066941085286,0.02617852763440579,1.0
5,Jogging,2196012279000,-5.37,-6.82,-4.372132,250.070037,1.0,0.5,1.0,9.719302352814424,0.3356372922546332,0.2639836465339134,0.0
5,Jogging,2196062267000,-3.79,1.23,-7.082581,250.120025,1.0,0.5,1.0,8.126497008032489,0.27807062770623325,0.5852124434791874,0.0
5,Jogging,2196112285000,5.56,13.53,12.026767,250.170043,1.0,0.5,1.0,18.937202128938925,0.6687876963459622,0.3865043884415593,0.0
5,Jogging,2196162273000,3.57,13.99,-9.997335,250.220031,1.0,0.5,1.0,17.561654452306737,0.6190730893913646,0.362783084780775,0.0
5,Jogging,2196212292000,9.43,8.89,10.228881,250.27005,1.0,0.5,1.0,16.510209160157874,0.5810720878110902,0.3582935877466338,0.0
5,Jogging,2196262279000,10.84,12.95,-1.4573772,250.320037,1.0,0.5,1.0,16.950871608949193,0.5969983699847097,0.05772390487920766,0.0
5,Jogging,2196312298000,9.34,5.24,6.701211,250.370056,1.0,0.5,1.0,12.633266753556697,0.4409528675150084,0.3148886122920877,0.0
5,Jogging,2196362285000,-2.72,10.31,5.175732,250.420043,1.0,0.5,1.0,11.852539885434851,0.4127360851766453,0.2842913429526321,0.0
5,Jogging,2196412273000,7.27,0.95,-0.6537767,250.470031,1.0,0.5,1.0,7.360898312941355,0.2504006029895357,0.07367513540501024,0.0
5,Jogging,2196472301000,2.83,-0.57,-1.1849703,250.530059,1.0,0.5,1.0,3.120569597346307,0.09714799020462143,0.2584466686167091,1.0
5,Jogging,2196522228000,10.15,15.32,-2.8738933,250.579986,1.0,0.5,1.0,18.60064952359957,0.6566241190463687,0.10139373830830102,0.0
5,Jogging,2196572338000,4.21,19.34,10.079058,250.630096,1.0,0.5,1.0,22.211418463649817,0.787123382509169,0.2997127662541213,0.0
5,Jogging,2196622265000,7.44,12.15,9.234595,250.680023,1.0,0.5,1.0,16.97804007575742,0.5979802840774563,0.3203720641930833,0.0
5,Jogging,2196672314000,-1.14,-1.27,0.53119355,250.730072,1.0,0.5,1.0,1.7873630262377036,0.04896366202907856,0.1806047581667637,1.0
5,Jogging,2196722240000,-4.79,-7.31,-4.399372,250.779998,1.0,0.5,1.0,9.78440974174651,0.33799038281309607,0.2666387544770407,0.0
5,Jogging,2196772289000,-1.23,0.61,-5.325556,250.830047,1.0,0.5,1.0,5.499686055506805,0.18313326110867734,0.7432160183043415,0.0
5,Jogging,2196822246000,1.31,14.33,9.534244,250.880004,1.0,0.5,1.0,17.261715113265424,0.6082327771259485,0.3787301020686567,0.0
5,Jogging,2196872295000,9.23,11.69,-6.0474343,250.930053,1.0,0.5,1.0,16.075461474334617,0.5653595751208423,0.22424952379603091,0.0
5,Jogging,2196922253000,8.43,10.08,8.662541,250.980011,1.0,0.5,1.0,15.738834663871431,0.5531933159232472,0.3187976052619151,0.0
5,Jogging,2196972301000,14.18,16.17,1.7570249,251.030059,1.0,0.5,1.0,21.57842525531509,0.7642459431503694,0.05472400215895669,0.0
5,Jogging,2197022228000,0.84,3.21,3.1054392,251.079986,1.0,0.5,1.0,4.544606982445967,0.148615096791733,0.4339970074186366,0.0
5,Jogging,2197072277000,2.11,8.73,2.4108016,251.130035,1.0,0.5,1.0,9.299299132438023,0.32045766934850456,0.18193628375041582,0.0
5,Jogging,2197122234000,2.03,-0.04,-1.0760075,251.179992,1.0,0.5,1.0,2.29788862655618,0.06741491602140354,0.3420231832435164,1.0
5,Jogging,2197182293000,2.49,1.23,-0.61291564,251.240051,1.0,0.5,1.0,2.844057942756548,0.08715439386490617,0.1414557057608775,1.0
5,Jogging,2197232220000,11.75,18.58,-1.7297841,251.289978,1.0,0.5,1.0,22.051554435744723,0.781345627620339,0.053954951616347446,0.0
5,Jogging,2197282268000,4.06,18.24,10.269742,251.340026,1.0,0.5,1.0,21.32249518106556,0.7549961997461075,0.3153154237354624,0.0
5,Jogging,2197332287000,9.66,8.62,4.8216033,251.390045,1.0,0.5,1.0,13.81549341799166,0.4836805278877319,0.20871292945244568,0.0
5,Jogging,2197382275000,-1.08,-2.49,-2.2201166,251.440033,1.0,0.5,1.0,3.5064822425895104,0.11109552237889515,0.3834321056015638,0.0
5,Jogging,2197432232000,-5.86,-4.37,-5.202973,251.48999,1.0,0.5,1.0,8.97259316132906,0.3086499659738252,0.3371335516276006,0.0
5,Jogging,2197482311000,-2.56,2.3,-5.09401,251.540069,1.0,0.5,1.0,6.147563572676577,0.20654864442688722,0.511754559166431,0.0
5,Jogging,2197532238000,1.65,12.07,8.19945,251.589996,1.0,0.5,1.0,14.684630751316154,0.5150926131609841,0.374071885910729,0.0
5,Jogging,2197582317000,14.9,12.41,-6.0201936,251.640075,1.0,0.5,1.0,20.304207223663795,0.7181935600202545,0.1806228212193576,0.0
5,Jogging,2197632244000,6.51,7.16,11.182305,251.690002,1.0,0.5,1.0,14.788158949410336,0.5188342963933467,0.4499504170558847,0.0
5,Jogging,2197682293000,15.89,17.92,2.2609777,251.740051,1.0,0.5,1.0,24.056818579352868,0.8538192469889558,0.0626813533789332,0.0
5,Jogging,2197732250000,-3.3,2.72,1.6480621,251.790008,1.0,0.5,1.0,4.583067606468009,0.15000512844164693,0.2149255024662717,0.0
5,Jogging,2197782299000,3.68,6.78,3.255263,251.840057,1.0,0.5,1.0,8.373024375885276,0.28698054148425634,0.2373460136901971,0.0
5,Jogging,2197832287000,2.98,-1.14,-0.38136974,251.890045,1.0,0.5,1.0,3.2133227162218967,0.10050024394838318,0.08472304252777887,0.0
5,Jogging,2197882275000,2.11,1.12,-2.9147544,251.940033,1.0,0.5,1.0,3.7685930016810465,0.120568646130382,0.4743483969881126,0.0
5,Jogging,2197932232000,13.06,18.39,-3.9771416,251.98999,1.0,0.5,1.0,22.903566432030853,0.8121387744050963,0.11226255972871763,0.0
5,Jogging,2197982311000,3.34,18.62,10.56939,252.040069,1.0,0.5,1.0,21.66961017120751,0.767541519400317,0.32491817398589656,0.0
5,Jogging,2198032268000,10.53,10.99,5.8976107,252.090026,1.0,0.5,1.0,16.323076057188317,0.5743087826778916,0.2151030140560314,0.0
5,Jogging,2198082317000,-0.76,-1.42,0.040861044,252.140075,1.0,0.5,1.0,1.6111081977684707,0.0425935160355559,0.018398739575352405,1.0
5,Jogging,2198132244000,-5.2,-6.24,-5.597963,252.190002,1.0,0.5,1.0,9.864825885405631,0.3408967575195009,0.3285582319712422,0.0
5,Jogging,2198182262000,0.08,1.99,-4.7943625,252.24002,1.0,0.5,1.0,5.191571224726311,0.17199747281914465,0.6984424991106687,0.0
5,Jogging,2198232250000,1.42,12.79,9.275456,252.290008,1.0,0.5,1.0,15.862994169069596,0.5576806492999546,0.39494468404637556,0.0
5,Jogging,2198282268000,-4.37,15.89,-8.008764,252.340026,1.0,0.5,1.0,18.322917366175506,0.6465864116811142,0.2833078941731125,0.0
5,Jogging,2198332256000,9.47,7.12,10.800936,252.390014,1.0,0.5,1.0,16.032327294441565,0.56380063329998,0.3943251884348047,0.0
5,Jogging,2198382305000,16.44,14.67,2.7649305,252.440063,1.0,0.5,1.0,22.206470693692648,0.7869445617798689,0.08162173203332118,0.0
5,Jogging,2198432262000,2.18,4.86,4.0588636,252.49002,1.0,0.5,1.0,6.696743516322314,0.22639693141068787,0.3657008272121029,0.0
5,Jogging,2198482281000,0.72,8.08,2.1111538,252.540039,1.0,0.5,1.0,8.382229438953246,0.28731322794812125,0.19348584379834458,0.0
5,Jogging,2198532238000,3.83,-0.46,-0.29964766,252.589996,1.0,0.5,1.0,3.869145735190583,0.12420279106738347,0.06528772623358897,0.0
5,Jogging,2198582256000,1.54,0.34,-2.982856,252.640014,1.0,0.5,1.0,3.3741117226221182,0.1063114291160091,0.6133959137154389,0.0
5,Jogging,2198632213000,13.21,13.18,-6.5513873,252.689971,1.0,0.5,1.0,19.777188262101397,0.6991462082077439,0.19888012730420496,0.0
5,Jogging,2198682262000,-0.46,19.57,11.182305,252.74002,1.0,0.5,1.0,22.54418872155361,0.7991502594098457,0.3582659146654415,0.0
5,Jogging,2053202282000,6.21,5.94,-5.938472,107.26004,1.0,0.5,0.5,10.445723990934471,0.36189139222946787,0.3283014728757464,0.0
5,Jogging,2053252239000,1.23,19.57,2.6014864,107.309997,1.0,0.5,0.5,19.780433046052988,0.6992634801580705,0.11116757095775047,0.0
5,Jogging,2053302288000,4.25,16.82,5.7886477,107.360046,1.0,0.5,0.5,18.28888575596434,0.6453564520407312,0.2155226787454559,0.0
5,Jogging,2053352245000,10.15,7.44,8.308413,107.410003,1.0,0.5,0.5,15.079980987341099,0.5293812357418524,0.3208078039252518,0.0
5,Jogging,2053402264000,-0.08,-1.33,-1.607201,107.460022,1.0,0.5,0.5,2.0876769516381124,0.05981751247563478,0.5326794600251427,1.0
5,Jogging,2053452282000,-4.21,-5.67,-5.47538,107.51004,1.0,0.5,0.5,8.936038615874486,0.30732882320971,0.3565773038272855,0.0
5,Jogging,2053502239000,-0.11,1.69,-0.8036005,107.559997,1.0,0.5,0.5,1.8745596185771873,0.05211509355673824,0.30864969479432436,1.0
5,Jogging,2053552257000,4.14,17.31,7.1234417,107.610015,1.0,0.5,0.5,19.1707882376625,0.6772298912495065,0.24930289373403333,0.0
5,Jogging,2053602245000,14.25,1.92,-1.1849703,107.660003,1.0,0.5,0.5,14.42751034003726,0.5057998489741179,0.06827844009227267,0.0
5,Jogging,2053652202000,5.48,15.28,4.0180025,107.70996,1.0,0.5,0.5,16.722833016268694,0.588756671642892,0.16216006515609319,0.0
5,Jogging,2053702312000,13.76,13.82,9.193735,107.76007,1.0,0.5,0.5,21.5604907933522,0.7635977615260071,0.25000819198131474,0.0
5,Jogging,2053752239000,-1.33,6.32,2.5333846,107.809997,1.0,0.5,0.5,6.937531083282955,0.23509939912908082,0.24877628600526625,0.0
5,Jogging,2053802257000,5.63,2.11,1.7570249,107.860015,1.0,0.5,0.5,6.263875517538644,0.21075235377202586,0.1850079280949334,0.0
5,Jogging,2053852245000,0.38,-0.8,1.0351465,107.910003,1.0,0.5,0.5,1.3623245855750568,0.033602057791649646,0.4673038553128183,1.0
5,Jogging,2053902233000,2.03,1.92,-4.903325,107.959991,1.0,0.5,0.5,5.643571214720781,0.18833351280365018,0.5538399414283515,0.0
5,Jogging,2053952282000,11.07,19.5,4.7535014,108.01004,1.0,0.5,0.5,22.92140212901039,0.8127833864968196,0.13457050437999418,0.0
5,Jogging,2053952282000,11.07,19.5,4.7535014,108.01004,1.0,0.5,0.5,22.92140212901039,0.8127833864968196,0.13457050437999418,0.0
5,Jogging,2054012462000,3.6,13.59,7.43671,108.07022,1.0,0.5,0.5,15.904488537016839,0.5591803255586338,0.30197740582067284,0.0
5,Jogging,2054062267000,8.16,5.71,4.2086873,108.120025,1.0,0.5,0.5,10.812157453033196,0.37513491395737497,0.2327982795392009,0.0
5,Jogging,2054112347000,-1.61,-2.11,-0.95342433,108.170105,1.0,0.5,0.5,2.820145023404993,0.08629014073366598,0.2040097929211556,1.0
5,Jogging,2054172283000,-4.56,-0.65,-7.8589406,108.230041,1.0,0.5,0.5,9.109283580739397,0.313590187669435,0.6013448863176144,0.0
5,Jogging,2054222240000,0.53,10.31,8.812365,108.279998,1.0,0.5,0.5,13.573311198569971,0.47492765508333784,0.44841244295796395,0.0
5,Jogging,2054272289000,11.22,3.53,-6.3198414,108.330047,1.0,0.5,0.5,13.352516441523449,0.46694776114677977,0.29994726964105445,0.0
5,Jogging,2054322246000,8.5,10.73,2.4108016,108.380004,1.0,0.5,0.5,13.899455541659268,0.48671506027662603,0.11140075328302992,0.0
5,Jogging,2054372295000,12.68,15.24,9.997335,108.430053,1.0,0.5,0.5,22.20330396815359,0.7868301109918797,0.26366133062189995,0.0
5,Jogging,2054422253000,3.68,4.33,3.1054392,108.480011,1.0,0.5,0.5,6.4757279610015,0.21840905745307407,0.2793807013690129,0.0
5,Jogging,2054472301000,1.92,7.55,3.445948,108.530059,1.0,0.5,0.5,8.518418727598684,0.29223533793489465,0.26679791523883517,0.0
5,Jogging,2054522228000,4.82,-0.15,-0.6537767,108.579986,1.0,0.5,0.5,4.866448805182573,0.16024700166185402,0.11625225089106893,0.0
5,Jogging,2054572307000,0.34,1.54,-0.14982383,108.630065,1.0,0.5,0.5,1.5841865988689177,0.04162052416430542,0.07381124790824271,1.0
5,Jogging,2054622234000,11.3,17.69,-4.0588636,108.679992,1.0,0.5,0.5,21.37990817855411,0.7570712020544367,0.1228140140914614,0.0
5,Jogging,2054672314000,5.05,19.27,8.853226,108.730072,1.0,0.5,0.5,21.799426841251492,0.7722333122309315,0.2668786568943618,0.0
5,Jogging,2054722240000,7.44,14.6,8.539958,108.779998,1.0,0.5,0.5,18.478216435623974,0.6521991812922323,0.27926650519666296,0.0
5,Jogging,2054772289000,1.54,3.53,0.50395286,108.830047,1.0,0.5,0.5,3.884130338325708,0.12474435983151186,0.0904121137310063,0.0
5,Jogging,2054822246000,-2.49,-6.05,-1.4982382,108.880004,1.0,0.5,0.5,6.711729859279144,0.22693856305489934,0.1492531029848193,0.0
5,Jogging,2054872295000,-4.02,0.31,-7.43671,108.930053,1.0,0.5,0.5,8.459382697579061,0.29010167650065694,0.6320126865851191,0.0
5,Jogging,2054922253000,2.11,9.62,8.730643,108.980011,1.0,0.5,0.5,13.16133075313621,0.4600379887594013,0.4267042340542913,0.0
5,Jogging,2054972332000,5.67,16.47,-5.284695,109.03009,1.0,0.5,0.5,18.202686649036863,0.6422410713138131,0.19269840557232457,0.0
5,Jogging,2055022137000,12.83,9.58,7.014479,109.079895,1.0,0.5,0.5,17.481081649641737,0.6161610527649586,0.23838923366363127,0.0
5,Jogging,2055082165000,7.4,14.52,1.2258313,109.139923,1.0,0.5,0.5,16.342982052736264,0.5750282188424956,0.052961212931118135,0.0
5,Jogging,2055132305000,4.4,6.21,2.9556155,109.190063,1.0,0.5,0.5,8.164543035825107,0.2794456751509896,0.21787551768529223,0.0
5,Jogging,2055192242000,2.26,8.12,2.7921712,109.25,1.0,0.5,0.5,8.879088917794968,0.3052705653213771,0.21197501591749923,0.0
5,Jogging,2055242321000,3.15,-1.8,-0.95342433,109.300079,1.0,0.5,0.5,3.75120220103315,0.11994011334048064,0.16150360816744752,0.0
5,Jogging,2055292339000,2.83,0.65,-1.879608,109.350097,1.0,0.5,0.5,3.458948717987013,0.10937758083973632,0.350698782382835,0.0
5,Jogging,2055352276000,10.27,19.53,-1.4165162,109.410034,1.0,0.5,0.5,22.11109038796736,0.7834973570839535,0.045377139168227325,0.0
5,Jogging,2055352276000,10.27,19.53,-1.4165162,109.410034,1.0,0.5,0.5,22.11109038796736,0.7834973570839535,0.045377139168227325,0.0
5,Jogging,2055412304000,4.52,15.85,6.851035,109.470062,1.0,0.5,0.5,17.849077863330223,0.6294610549641517,0.25168164986189245,0.0
5,Jogging,2055462261000,6.74,9.7,2.3699405,109.520019,1.0,0.5,0.5,12.047166387725383,0.419770214366563,0.1259940455353384,0.0
5,Jogging,2055512279000,-1.69,-6.09,-2.2609777,109.570037,1.0,0.5,0.5,6.7123930278178205,0.2269625310814571,0.225175054394835,0.0
5,Jogging,2055562267000,-3.06,-5.09,-8.471856,109.620025,1.0,0.5,0.5,10.346209164942298,0.3582947590160929,0.509681710603817,0.0
5,Jogging,2055612285000,1.04,9.43,8.771504,109.670043,1.0,0.5,0.5,12.920750071958517,0.4513429982412235,0.4558637411890535,0.0
5,Jogging,2055662304000,-1.08,9.34,-1.56634,109.720062,1.0,0.5,0.5,9.531811002931184,0.3288610394753378,0.1306770874069418,0.0
5,Jogging,2055712292000,14.25,12.68,-2.3018389,109.77005,1.0,0.5,0.5,19.213103922103613,0.6787592512678777,0.07874423869793754,0.0
5,Jogging,2055762279000,-0.65,8.01,4.903325,109.820037,1.0,0.5,0.5,9.41409560476337,0.324606606966866,0.36151349316177905,0.0
5,Jogging,2055812298000,17.54,17.27,7.504812,109.870056,1.0,0.5,0.5,25.733765817605164,0.9144269411093269,0.17735661923353563,0.0
5,Jogging,2055862285000,-0.23,3.49,3.445948,109.920043,1.0,0.5,0.5,4.909944767378143,0.16181901890371292,0.4808781754373771,0.0
5,Jogging,2055912304000,3.49,6.66,3.0237172,109.970062,1.0,0.5,0.5,8.104231345758576,0.2772659092167647,0.22952649991381882,0.0
5,Jogging,2055962261000,3.57,-3.11,0.42223078,110.020019,1.0,0.5,0.5,4.7534491510459445,0.1561630040754075,0.05945044494042048,0.0
5,Jogging,2056012279000,1.18,5.83,-5.284695,110.070037,1.0,0.5,0.5,7.956714224039029,0.2719343922872197,0.429835388317495,0.0
5,Jogging,2056062267000,10.92,19.57,3.405087,110.120025,1.0,0.5,0.5,22.66772854693582,0.8036151965155905,0.1004596034788033,0.0
5,Jogging,2056112316000,4.44,16.44,5.8567495,110.170074,1.0,0.5,0.5,18.008018067120833,0.6352054212954444,0.21905241322550997,0.0
5,Jogging,2056162273000,6.78,10.88,6.2108784,110.220031,1.0,0.5,0.5,14.244922270745692,0.49920080900361424,0.26018642027600514,0.0
5,Upstairs,2467522259000,0.0,4.9,1.4982382,39.769989,0.0,0.5,0.0,5.123935763057461,0.16955301345929746,0.2341641797215108,0.0
5,Upstairs,2467572277000,0.76,6.93,3.636633,39.820007,0.0,0.5,0.0,7.863052815331269,0.26854931142101485,0.3210692003244857,0.0
5,Upstairs,2467622265000,2.56,8.66,6.6331096,39.869995,0.0,0.5,0.0,11.204791071930442,0.3893253534254046,0.3715380540557742,0.0
5,Upstairs,2467672283000,8.24,8.05,9.084772,39.920013,0.0,0.5,0.0,14.670827593969742,0.5145937438350663,0.35802378833756515,0.0
5,Upstairs,2467722271000,-1.12,13.91,4.862464,39.970001,0.0,0.5,0.0,14.777890788312654,0.5184631877783639,0.24443749149203248,0.0
5,Upstairs,2467772259000,-0.61,9.23,1.3756552,40.019989,0.0,0.5,0.0,9.35186757975577,0.3223575814642473,0.12265491184833723,0.0
5,Upstairs,2467822277000,-0.04,6.82,1.56634,40.070007,0.0,0.5,0.0,6.997672541324008,0.23727301259154382,0.18588616170414604,0.0
5,Upstairs,2467872265000,3.34,10.76,-0.19068487,40.119995,0.0,0.5,0.0,11.268077063973557,0.39161261563637956,0.013343298219874379,0.0
5,Upstairs,2467922283000,0.95,5.52,-0.27240697,40.170013,0.0,0.5,0.0,5.6077718888436054,0.1870396649454787,0.04040203612325081,0.0
5,Upstairs,2467972301000,-0.46,7.31,0.61291564,40.220031,0.0,0.5,0.0,7.35005888287683,0.25000884775311305,0.07311485242703518,0.0
5,Upstairs,2468022259000,-0.95,8.96,0.14982383,40.269989,0.0,0.5,0.0,9.011467537534378,0.31005495132364913,0.014893285659566734,0.0
5,Upstairs,2468072277000,0.04,10.5,0.88532263,40.320007,0.0,0.5,0.0,10.537333446332147,0.365202312051288,0.07748775755337356,0.0
5,Upstairs,2468122356000,1.57,10.73,1.879608,40.370086,0.0,0.5,0.0,11.005940497461541,0.3821385591613038,0.13255712004643871,0.0
5,Upstairs,2468172283000,1.65,13.48,1.4573772,40.420013,0.0,0.5,0.0,13.658581489418285,0.4780094668347175,0.08786061728385482,0.0
5,Upstairs,2468222271000,1.18,13.63,2.7240696,40.470001,0.0,0.5,0.0,13.949546773484943,0.4885254416573588,0.15535866242053933,0.0
5,Upstairs,2468272259000,1.92,14.94,1.1849703,40.519989,0.0,0.5,0.0,15.10940616344276,0.5304447111046587,0.06566762262470072,0.0
5,Upstairs,2468322307000,-3.15,11.75,2.2201166,40.570037,0.0,0.5,0.0,12.365836717246253,0.4312874961368395,0.129678824726598,0.0
5,Upstairs,2468372265000,-0.46,10.53,0.38136974,40.619995,0.0,0.5,0.0,10.546939977006964,0.3655495082298059,0.033537713458120504,0.0
5,Upstairs,2468422314000,0.0,10.31,-0.27240697,40.670044,0.0,0.5,0.0,10.313598089769863,0.35711613990160773,0.02574149442055133,0.0
5,Upstairs,2468472271000,-3.06,8.12,-0.50395286,40.720001,0.0,0.5,0.0,8.692063534345694,0.2985111533528454,0.04313205179748285,0.0
5,Upstairs,2468522289000,0.46,6.78,0.7218784,40.770019,0.0,0.5,0.0,6.833820924225814,0.23135113952142553,0.09066684564151761,0.0
5,Upstairs,2468572277000,-0.11,6.13,3.636633,40.820007,0.0,0.5,0.0,7.128400913016116,0.24199775585336933,0.3682057437622512,0.0
5,Upstairs,2468622326000,1.92,8.2,3.9090397,40.870056,0.0,0.5,0.0,9.284772015304204,0.31993263489803797,0.27863915017086743,0.0
5,Upstairs,2468672283000,3.15,7.27,7.0553403,40.920013,0.0,0.5,0.0,10.6091105540853,0.36779645746762313,0.40373121086496205,0.0
5,Upstairs,2468722271000,-0.04,3.91,4.6036777,40.970001,0.0,0.5,0.0,6.040161286379471,0.20266694512995073,0.5382103302140773,0.0
5,Upstairs,2468772259000,-1.38,15.24,2.2609777,41.019989,0.0,0.5,0.0,15.468484740267785,0.543422414906521,0.11974897358626989,0.0
5,Upstairs,2468822338000,2.15,7.59,2.8738933,41.070068,0.0,0.5,0.0,8.395824122728209,0.28780456268847654,0.22783554858293945,0.0
5,Upstairs,2468882244000,3.91,11.65,0.61291564,41.129974,0.0,0.5,0.0,12.303912612732448,0.42904945483211604,0.037897658876436355,0.0
5,Upstairs,2468932201000,2.41,9.28,1.9885708,41.179931,0.0,0.5,0.0,9.791879994496083,0.33826037031378803,0.14537855079527912,0.0
5,Upstairs,2468982281000,-0.15,7.78,1.1441092,41.230011,0.0,0.5,0.0,7.86510558489361,0.26862350196612916,0.1260850155819058,0.0
5,Upstairs,2469032207000,-1.18,6.85,0.53119355,41.279937,0.0,0.5,0.0,6.971159630044459,0.2363147913783671,0.06204666987559853,0.0
5,Upstairs,2469082287000,-0.19,7.78,0.95342433,41.330017,0.0,0.5,0.0,7.840504955233174,0.26773439382747233,0.10684511849198981,0.0
5,Upstairs,2469132244000,0.76,9.66,1.0760075,41.379974,0.0,0.5,0.0,9.749409835474978,0.33672542732424154,0.09359836446752506,0.0
5,Upstairs,2469182262000,2.56,13.95,3.336985,41.429992,0.0,0.5,0.0,14.57022885510811,0.5109579361872507,0.16813561353686038,0.0
5,Upstairs,2469232281000,3.72,14.9,4.3312707,41.480011,0.0,0.5,0.0,15.956450290609078,0.5610583107425676,0.188715943288111,0.0
5,Upstairs,2469282299000,1.27,15.55,1.7297841,41.530029,0.0,0.5,0.0,15.69737408080131,0.5516948607068595,0.09325090203646894,0.0
5,Upstairs,2469332256000,-2.34,10.84,0.7218784,41.579986,0.0,0.5,0.0,11.113159245884429,0.386013625090722,0.05192668063821313,0.0
5,Upstairs,2469382275000,0.0,10.27,1.4165162,41.630005,0.0,0.5,0.0,10.36722808396065,0.35905441810705685,0.12120944990251163,0.0
5,Upstairs,2469432201000,-1.27,9.19,-0.7218784,41.679931,0.0,0.5,0.0,9.305380616846715,0.3206774644251964,0.06455788322071561,0.0
5,Upstairs,2469482281000,-1.92,6.4,0.50395286,41.730011,0.0,0.5,0.0,6.700773722869784,0.22654258985485307,0.057111916613626156,0.0
